Unnamed: 0,Job Title,Annual Salary,Experience,Education,Is Remote,Company Size Scale,Company Old,Revenue Scale,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance
206,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
207,Software Engineer,112950.0,18,1,0,7,56,9,4.1,4.1,4.2,4.0,3.5,3.6
211,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
212,Junior Level Cloud Engineer,88400.0,1,2,1,2,23,-1,3.9,3.5,3.4,3.6,3.7,3.5
215,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
216,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
219,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
220,Full Stack Software Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
223,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
224,Software Engineer (Neo4J/Binqa),145600.0,5,2,1,4,-1,6,4.2,3.9,3.9,4.1,3.9,4.3
226,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
227,Software Engineer (Full Stack) - Remote,125000.0,5,2,0,4,20,4,4.0,3.3,3.7,3.1,3.5,3.5
229,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
230,Software Engineer,112950.0,18,1,0,7,56,9,4.1,4.1,4.2,4.0,3.5,3.6
231,Java Software Engineer,104000.0,5,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
232,Software Engineer I,85000.0,2,1,1,4,29,7,4.6,4.5,4.3,4.4,4.6,4.4
234,Frontend Engineer (Remote),80000.0,2,1,1,1,6,-1,4.0,3.9,4.2,3.9,3.8,4.5
238,Software Engineer 1,80000.0,1,1,0,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
239,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
240,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
241,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
242,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
244,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
245,Junior Level Cloud Engineer,88400.0,1,2,1,2,23,-1,3.9,3.5,3.4,3.6,3.7,3.5
246,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
248,DevOps/Release Engineer,120099.2,5,1,0,1,-1,2,3.7,2.5,2.0,2.5,1.5,2.5
249,Full Stack Software Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
250,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
251,Java Software Engineer,104000.0,5,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
252,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
253,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
255,Full Stack Java,119600.0,1,3,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
256,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
257,Cloud Engineer,164008.0,7,2,0,2,18,-1,3.7,3.6,3.9,3.5,3.5,3.6
259,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
260,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
264,Azure Cloud Engineer Contractor,72800.0,3,2,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
270,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
272,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
273,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
274,Junior Level Cloud Engineer,88400.0,1,2,1,2,23,-1,3.9,3.5,3.4,3.6,3.7,3.5
276,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
278,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
279,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
280,Full Stack Software Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
282,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
283,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
284,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
288,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
291,Software Engineer I,85000.0,2,1,1,4,29,7,4.6,4.5,4.3,4.4,4.6,4.4
293,Remote Software Engineer - All Levels,128743.0,4,1,0,1,4,-1,4.3,4.2,4.6,4.2,4.1,4.2
294,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
295,AWS Cloud Engineer,166774.4,7,2,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
297,Azure Cloud Engineer Contractor,72800.0,3,2,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
298,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
299,Software Engineer (Neo4J/Binqa),145600.0,5,2,1,4,-1,6,4.2,3.9,3.9,4.1,3.9,4.3
300,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
301,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
302,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
303,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
304,Junior Level Cloud Engineer,88400.0,1,2,1,2,23,-1,3.9,3.5,3.4,3.6,3.7,3.5
306,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
307,Full Stack Software Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
311,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
315,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
316,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
317,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
318,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
319,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
320,Java Software Engineer,104000.0,5,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
324,Cloud Engineer,122650.0,10,1,1,2,-1,-1,3.6,3.6,3.2,3.6,3.4,3.6
325,Cloud Engineer,164008.0,7,2,0,2,18,-1,3.7,3.6,3.9,3.5,3.5,3.6
326,Software Engineer,135000.0,6,2,0,2,7,-1,5.0,4.9,4.4,5.0,5.0,4.9
327,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
328,Software Engineer I,85000.0,2,1,1,4,29,7,4.6,4.5,4.3,4.4,4.6,4.4
329,Software Engineer (Neo4J/Binqa),145600.0,5,2,1,4,-1,6,4.2,3.9,3.9,4.1,3.9,4.3
330,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
331,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
332,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
333,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
334,Junior Level Cloud Engineer,88400.0,1,2,1,2,23,-1,3.9,3.5,3.4,3.6,3.7,3.5
336,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
337,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
339,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
340,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
341,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
344,DevOps/Release Engineer,120099.2,5,1,0,1,-1,2,3.7,2.5,2.0,2.5,1.5,2.5
345,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
346,Cloud Engineer,164008.0,7,2,0,2,18,-1,3.7,3.6,3.9,3.5,3.5,3.6
349,Software Engineer,112950.0,18,1,0,7,56,9,4.1,4.1,4.2,4.0,3.5,3.6
351,Full Stack Java,119600.0,1,3,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
352,Software Engineer,135000.0,6,2,0,2,7,-1,5.0,4.9,4.4,5.0,5.0,4.9
354,Java Software Engineer,104000.0,5,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
358,Software Engineer (Neo4J/Binqa),145600.0,5,2,1,4,-1,6,4.2,3.9,3.9,4.1,3.9,4.3
360,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
361,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
362,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
363,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
364,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
365,Junior Level Cloud Engineer,88400.0,1,2,1,2,23,-1,3.9,3.5,3.4,3.6,3.7,3.5
367,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
369,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
370,Jr Frontend Developer,70000.0,20,1,0,4,24,7,4.1,4.0,3.8,4.0,3.7,4.1
372,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
373,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
378,Junior Software Developer (Remote),68078.0,1,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
379,Java Software Engineer,104000.0,5,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
380,Software Engineer,135000.0,6,2,0,2,7,-1,5.0,4.9,4.4,5.0,5.0,4.9
381,Software Engineer,112950.0,18,1,0,7,56,9,4.1,4.1,4.2,4.0,3.5,3.6
385,Software Engineer (Neo4J/Binqa),145600.0,5,2,1,4,-1,6,4.2,3.9,3.9,4.1,3.9,4.3
390,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
391,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
392,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
394,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
395,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
396,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
397,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
398,Junior Level Cloud Engineer,88400.0,1,2,1,2,23,-1,3.9,3.5,3.4,3.6,3.7,3.5
400,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
402,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
403,Software Engineer - GIS,88847.0,2,1,0,5,26,6,4.1,4.2,4.1,4.3,4.2,3.9
406,Java Software Engineer,104000.0,5,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
411,Software Engineer (Neo4J/Binqa),145600.0,5,2,1,4,-1,6,4.2,3.9,3.9,4.1,3.9,4.3
412,Remote Software Engineer - All Levels,128743.0,4,1,0,1,4,-1,4.3,4.2,4.6,4.2,4.1,4.2
413,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
414,Full Stack Software Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
417,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
419,Software Engineer,112950.0,18,1,0,7,56,9,4.1,4.1,4.2,4.0,3.5,3.6
420,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
421,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
422,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
424,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
425,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
426,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
430,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
433,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
434,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
435,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
437,Java Software Engineer,104000.0,5,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
438,Software Engineer - GIS,88847.0,2,1,0,5,26,6,4.1,4.2,4.1,4.3,4.2,3.9
439,Remote Software Engineer - All Levels,128743.0,4,1,0,1,4,-1,4.3,4.2,4.6,4.2,4.1,4.2
443,Junior Level Cloud Engineer,88400.0,1,2,1,2,23,-1,3.9,3.5,3.4,3.6,3.7,3.5
444,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
446,Frontend Engineer,154960.0,5,2,0,2,24,4,4.2,4.3,4.0,4.2,4.0,4.0
448,Software Engineer - Backend,98830.0,5,1,0,1,4,-1,3.2,3.5,3.6,3.2,2.7,2.9
449,Software Development Engineer II - Creator Growth (Contract),176800.0,1,1,0,5,12,-1,4.0,3.7,3.8,3.9,3.3,3.9
450,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
451,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
452,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
453,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
454,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
462,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
463,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
464,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
465,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
469,Software Development Engineer II - Creator Growth (Contract),176800.0,1,1,0,5,12,-1,4.0,3.7,3.8,3.9,3.3,3.9
470,Junior Level Cloud Engineer,88400.0,1,2,1,2,23,-1,3.9,3.5,3.4,3.6,3.7,3.5
472,Software Engineer - GIS,88847.0,2,1,0,5,26,6,4.1,4.2,4.1,4.3,4.2,3.9
473,Full Stack Software Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
475,Remote Software Engineer - All Levels,128743.0,4,1,0,1,4,-1,4.3,4.2,4.6,4.2,4.1,4.2
476,Java Software Engineer,104000.0,5,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
480,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
481,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
482,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
485,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
486,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
489,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
490,Software Development Engineer II - Creator Growth (Contract),176800.0,1,1,0,5,12,-1,4.0,3.7,3.8,3.9,3.3,3.9
491,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
493,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
495,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
496,Software Engineer,135000.0,6,2,0,2,7,-1,5.0,4.9,4.4,5.0,5.0,4.9
499,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
506,Software Engineer - Angular,160160.0,3,1,0,3,9,6,4.4,4.2,4.1,4.3,4.1,4.3
509,Frontend UI Developer,105000.0,7,2,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
510,Junior Cloud Engineer,55000.0,2,2,0,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
511,Kubernetes Engineer,114400.0,1,3,0,1,-1,-1,4.2,3.9,3.7,4.0,4.0,4.2
512,Software Engineer,105000.0,5,1,1,5,-1,7,3.4,3.6,3.6,3.1,3.2,3.2
515,Software Engineer,100000.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
516,Frontend Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
517,Software Engineer - CommerceTools,94099.2,1,2,1,7,43,7,3.6,3.4,3.0,3.5,3.1,3.5
518,Software Engineer,115000.0,2,1,1,2,-1,-1,4.8,4.4,4.4,4.7,4.7,5.0
520,Junior Software Developer,64480.0,2,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
521,Software Engineer (Full Stack) - Remote,125000.0,5,2,0,4,20,4,4.0,3.3,3.7,3.1,3.5,3.5
522,Software Engineer,105000.0,3,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
524,Full Stack Software Engineer,125000.0,1,1,1,1,14,-1,4.3,3.8,3.5,4.4,4.0,4.0
531,Software Engineer,100000.0,2,1,1,1,13,2,4.3,4.3,4.4,4.3,4.3,4.4
